"","origin","year","month","day","hour","temp","dewp","humid","wind_dir","wind_speed","wind_gust","precip","pressure","visib","time_hour","time","season","temp_cel","dewp_cel","precip_cm"
"9011","LGA",2013,1,13,18,48.02,44.96,89.08,190,4.60312,NA,0,1017,10,"13/01/2013 18:00",2013-01-13 18:00:00,"Winter",8.9,7.2,0
"9012","LGA",2013,1,13,19,48.92,46.04,89.73,170,5.7539,NA,0,NA,3,"13/01/2013 19:00",2013-01-13 19:00:00,"Winter",9.4,7.8,0
"9013","LGA",2013,1,13,20,48.92,46.94,93.45,0,0,NA,0,NA,1,"13/01/2013 20:00",2013-01-13 20:00:00,"Winter",9.4,8.3,0
"9014","LGA",2013,1,13,21,50,48.2,93.5,130,5.7539,NA,0,NA,1.5,"13/01/2013 21:00",2013-01-13 21:00:00,"Winter",10,9,0
"9015","LGA",2013,1,13,22,46.94,46.4,100,320,4.60312,NA,0,NA,1,"13/01/2013 22:00",2013-01-13 22:00:00,"Winter",8.3,8,0
"9016","LGA",2013,1,13,23,48.92,48.02,96.69,160,3.45234,NA,0,1016,1,"13/01/2013 23:00",2013-01-13 23:00:00,"Winter",9.4,8.9,0
"9017","LGA",2013,1,14,0,48.92,48.2,100,170,5.7539,NA,0,NA,1.5,"14/01/2013 00:00",2013-01-14 00:00:00,"Winter",9.4,9,0
"9018","LGA",2013,1,14,1,50,48.2,93.5,190,5.7539,NA,0,NA,2,"14/01/2013 01:00",2013-01-14 01:00:00,"Winter",10,9,0
"9019","LGA",2013,1,14,2,50,48.2,100,180,6.90468,NA,0,NA,2,"14/01/2013 02:00",2013-01-14 02:00:00,"Winter",10,9,0
"9020","LGA",2013,1,14,3,48.92,48.02,96.69,190,4.60312,NA,0,1015.6,0.5,"14/01/2013 03:00",2013-01-14 03:00:00,"Winter",9.4,8.9,0
"9021","LGA",2013,1,14,4,48.92,48.02,96.69,190,4.60312,NA,0,1015.5,0.5,"14/01/2013 04:00",2013-01-14 04:00:00,"Winter",9.4,8.9,0
"9022","LGA",2013,1,14,5,48.92,48.02,96.69,150,6.90468,NA,0.01,1014.3,0.5,"14/01/2013 05:00",2013-01-14 05:00:00,"Winter",9.4,8.9,0.0254
"9023","LGA",2013,1,14,6,48.92,48.02,96.69,290,5.7539,NA,0,1016.3,0.25,"14/01/2013 06:00",2013-01-14 06:00:00,"Winter",9.4,8.9,0
"9024","LGA",2013,1,14,7,50,48.92,96.05,280,4.60312,NA,0,1017.2,0.25,"14/01/2013 07:00",2013-01-14 07:00:00,"Winter",10,9.4,0
"9025","LGA",2013,1,14,8,51.8,48.92,93.5,310,4.60312,NA,0,NA,3,"14/01/2013 08:00",2013-01-14 08:00:00,"Winter",11,9.4,0
"9026","LGA",2013,1,14,9,53.6,51.8,93.6,310,10.35702,NA,0,NA,9,"14/01/2013 09:00",2013-01-14 09:00:00,"Winter",12,11,0
"9027","LGA",2013,1,14,10,53.96,48.92,83,300,9.20624,NA,0,1018.1,10,"14/01/2013 10:00",2013-01-14 10:00:00,"Winter",12.2,9.4,0
"9028","LGA",2013,1,14,11,55.04,48.02,77.15,300,6.90468,NA,0,1018.3,10,"14/01/2013 11:00",2013-01-14 11:00:00,"Winter",12.8,8.9,0
"9029","LGA",2013,1,14,12,53.96,41,61.41,330,18.41248,27.61872,0,1018.3,10,"14/01/2013 12:00",2013-01-14 12:00:00,"Winter",12.2,5,0
"9030","LGA",2013,1,14,13,53.06,39.92,60.87,320,11.5078,NA,0,1018.7,10,"14/01/2013 13:00",2013-01-14 13:00:00,"Winter",11.7,4.4,0
"9031","LGA",2013,1,14,14,53.06,37.94,56.34,310,12.65858,NA,0,1020.3,10,"14/01/2013 14:00",2013-01-14 14:00:00,"Winter",11.7,3.3,0
"9032","LGA",2013,1,14,15,51.98,35.96,54.22,310,12.65858,NA,0,1020.3,10,"14/01/2013 15:00",2013-01-14 15:00:00,"Winter",11.1,2.2,0
"9033","LGA",2013,1,14,16,51.98,33.98,50.11,330,11.5078,NA,0,1020.7,10,"14/01/2013 16:00",2013-01-14 16:00:00,"Winter",11.1,1.1,0
"9034","LGA",2013,1,14,17,51.08,33.08,49.97,340,8.05546,NA,0,1021.4,10,"14/01/2013 17:00",2013-01-14 17:00:00,"Winter",10.6,0.599999999999999,0
"9035","LGA",2013,1,14,18,50,37.04,60.89,350,5.7539,NA,0,1021.7,10,"14/01/2013 18:00",2013-01-14 18:00:00,"Winter",10,2.8,0
"9036","LGA",2013,1,14,19,48.02,33.98,58.07,340,11.5078,NA,0,1024.2,10,"14/01/2013 19:00",2013-01-14 19:00:00,"Winter",8.9,1.1,0
"9037","LGA",2013,1,14,20,46.04,30.92,55.32,20,10.35702,NA,0,1024,10,"14/01/2013 20:00",2013-01-14 20:00:00,"Winter",7.8,-0.599999999999999,0
"9038","LGA",2013,1,14,21,44.06,30.02,57.5,350,17.2617,NA,0,1025.1,10,"14/01/2013 21:00",2013-01-14 21:00:00,"Winter",6.7,-1.1,0
"9039","LGA",2013,1,14,22,39.92,33.98,79.12,360,10.35702,NA,0.02,1025.4,7,"14/01/2013 22:00",2013-01-14 22:00:00,"Winter",4.4,1.1,0.0508
"9040","LGA",2013,1,14,23,39.02,33.08,79.05,20,5.7539,NA,0.03,1025.8,10,"14/01/2013 23:00",2013-01-14 23:00:00,"Winter",3.9,0.599999999999999,0.0762
"9041","LGA",2013,1,15,0,39.02,30.02,69.86,20,10.35702,NA,0,1025,10,"15/01/2013 00:00",2013-01-15 00:00:00,"Winter",3.9,-1.1,0
"9042","LGA",2013,1,15,1,37.94,32,78.96,30,8.05546,NA,0.03,1025.2,10,"15/01/2013 01:00",2013-01-15 01:00:00,"Winter",3.3,0,0.0762
"9043","LGA",2013,1,15,2,37.04,30.92,78.31,20,9.20624,NA,0.04,1024.9,8,"15/01/2013 02:00",2013-01-15 02:00:00,"Winter",2.8,-0.599999999999999,0.1016
"9044","LGA",2013,1,15,3,35.96,30.92,81.72,60,8.05546,NA,0.01,1024.2,10,"15/01/2013 03:00",2013-01-15 03:00:00,"Winter",2.2,-0.599999999999999,0.0254
"9045","LGA",2013,1,15,4,35.96,28.94,75.39,10,6.90468,NA,0,1024.7,10,"15/01/2013 04:00",2013-01-15 04:00:00,"Winter",2.2,-1.7,0
"9046","LGA",2013,1,15,5,37.04,28.94,72.24,360,6.90468,NA,0,1025,10,"15/01/2013 05:00",2013-01-15 05:00:00,"Winter",2.8,-1.7,0
"9047","LGA",2013,1,15,6,37.04,26.96,66.6,360,8.05546,NA,0,1025.7,10,"15/01/2013 06:00",2013-01-15 06:00:00,"Winter",2.8,-2.8,0
"9048","LGA",2013,1,15,7,37.04,28.04,69.63,360,10.35702,NA,0,1026.2,10,"15/01/2013 07:00",2013-01-15 07:00:00,"Winter",2.8,-2.2,0
"9049","LGA",2013,1,15,8,37.04,26.06,64.17,350,10.35702,NA,0,1027.3,10,"15/01/2013 08:00",2013-01-15 08:00:00,"Winter",2.8,-3.3,0
"9050","LGA",2013,1,15,9,37.04,24.98,61.35,360,8.05546,NA,0,1027.3,10,"15/01/2013 09:00",2013-01-15 09:00:00,"Winter",2.8,-3.9,0
"9051","LGA",2013,1,15,10,37.94,24.98,59.22,360,8.05546,NA,0,1027.4,10,"15/01/2013 10:00",2013-01-15 10:00:00,"Winter",3.3,-3.9,0
"9052","LGA",2013,1,15,11,37.94,24.98,59.22,360,8.05546,NA,0,1026.7,10,"15/01/2013 11:00",2013-01-15 11:00:00,"Winter",3.3,-3.9,0
"9053","LGA",2013,1,15,12,37.94,24.98,59.22,360,6.90468,NA,0,1025.3,10,"15/01/2013 12:00",2013-01-15 12:00:00,"Winter",3.3,-3.9,0
"9054","LGA",2013,1,15,13,37.94,24.08,57.04,360,8.05546,NA,0,1024.9,10,"15/01/2013 13:00",2013-01-15 13:00:00,"Winter",3.3,-4.4,0
"9055","LGA",2013,1,15,14,37.94,24.08,57.04,10,6.90468,NA,0,1025.2,10,"15/01/2013 14:00",2013-01-15 14:00:00,"Winter",3.3,-4.4,0
"9056","LGA",2013,1,15,15,39.02,24.98,56.77,360,6.90468,NA,0,1025.1,10,"15/01/2013 15:00",2013-01-15 15:00:00,"Winter",3.9,-3.9,0
"9057","LGA",2013,1,15,16,39.02,24.08,54.68,350,6.90468,NA,0,1025.5,10,"15/01/2013 16:00",2013-01-15 16:00:00,"Winter",3.9,-4.4,0
"9058","LGA",2013,1,15,17,39.02,24.08,54.68,10,6.90468,NA,0,1024.7,10,"15/01/2013 17:00",2013-01-15 17:00:00,"Winter",3.9,-4.4,0
"9059","LGA",2013,1,15,18,39.02,24.98,56.77,360,8.05546,NA,0,1025.5,10,"15/01/2013 18:00",2013-01-15 18:00:00,"Winter",3.9,-3.9,0
"9060","LGA",2013,1,15,19,39.02,24.98,56.77,20,9.20624,NA,0,1025.1,10,"15/01/2013 19:00",2013-01-15 19:00:00,"Winter",3.9,-3.9,0
"9061","LGA",2013,1,15,20,37.94,23,54.51,30,5.7539,NA,0,1024.8,10,"15/01/2013 20:00",2013-01-15 20:00:00,"Winter",3.3,-5,0
"9062","LGA",2013,1,15,21,37.94,24.08,57.04,50,8.05546,NA,0,1024.1,10,"15/01/2013 21:00",2013-01-15 21:00:00,"Winter",3.3,-4.4,0
"9063","LGA",2013,1,15,22,37.04,26.06,64.17,20,8.05546,NA,0,1023.8,10,"15/01/2013 22:00",2013-01-15 22:00:00,"Winter",2.8,-3.3,0
"9064","LGA",2013,1,15,23,35.96,26.96,69.51,50,8.05546,NA,0.02,NA,10,"15/01/2013 23:00",2013-01-15 23:00:00,"Winter",2.2,-2.8,0.0508
"9065","LGA",2013,1,16,0,35.6,28.04,75.31,40,10.35702,NA,0.04,NA,8,"16/01/2013 00:00",2013-01-16 00:00:00,"Winter",2,-2.2,0.1016
"9066","LGA",2013,1,16,1,33.08,28.94,84.56,30,10.35702,NA,0.05,1021.9,8,"16/01/2013 01:00",2013-01-16 01:00:00,"Winter",0.599999999999999,-1.7,0.127
"9067","LGA",2013,1,16,2,33.8,30.2,88.37,30,10.35702,NA,0.05,NA,7,"16/01/2013 02:00",2013-01-16 02:00:00,"Winter",0.999999999999998,-1,0.127
"9068","LGA",2013,1,16,3,33.8,30.92,91.66,40,10.35702,NA,0.1,NA,5,"16/01/2013 03:00",2013-01-16 03:00:00,"Winter",0.999999999999998,-0.599999999999999,0.254
"9069","LGA",2013,1,16,4,33.08,30.02,88.37,20,8.05546,NA,0.16,1020,5,"16/01/2013 04:00",2013-01-16 04:00:00,"Winter",0.599999999999999,-1.1,0.4064
"9070","LGA",2013,1,16,5,33.8,30.92,91.66,70,8.05546,NA,0.12,NA,6,"16/01/2013 05:00",2013-01-16 05:00:00,"Winter",0.999999999999998,-0.599999999999999,0.3048
"9071","LGA",2013,1,16,6,33.98,30.92,88.42,60,9.20624,NA,0.06,NA,6,"16/01/2013 06:00",2013-01-16 06:00:00,"Winter",1.1,-0.599999999999999,0.1524
"9072","LGA",2013,1,16,7,33.98,32,93.03,40,8.05546,NA,0.04,NA,9,"16/01/2013 07:00",2013-01-16 07:00:00,"Winter",1.1,0,0.1016
"9073","LGA",2013,1,16,8,35.06,32,93.03,40,8.05546,NA,0.02,NA,9,"16/01/2013 08:00",2013-01-16 08:00:00,"Winter",1.7,0,0.0508
"9074","LGA",2013,1,16,9,35.06,32,88.47,20,5.7539,NA,0,1014.7,7,"16/01/2013 09:00",2013-01-16 09:00:00,"Winter",1.7,0,0
"9075","LGA",2013,1,16,10,35.06,32,88.47,360,3.45234,NA,0.02,1015.1,5,"16/01/2013 10:00",2013-01-16 10:00:00,"Winter",1.7,0,0.0508
"9076","LGA",2013,1,16,11,35.06,32,88.47,330,8.05546,NA,0.01,1013.9,5,"16/01/2013 11:00",2013-01-16 11:00:00,"Winter",1.7,0,0.0254
"9077","LGA",2013,1,16,12,33.98,30.92,88.42,340,9.20624,NA,0.01,1012.9,5,"16/01/2013 12:00",2013-01-16 12:00:00,"Winter",1.1,-0.599999999999999,0.0254
"9078","LGA",2013,1,16,13,35.06,32,88.47,340,9.20624,NA,0,1011.4,4,"16/01/2013 13:00",2013-01-16 13:00:00,"Winter",1.7,0,0
"9079","LGA",2013,1,16,14,35.06,32,88.47,350,3.45234,NA,0,1011.8,4,"16/01/2013 14:00",2013-01-16 14:00:00,"Winter",1.7,0,0
"9080","LGA",2013,1,16,15,35.96,32,86.59,340,5.7539,NA,0,NA,6,"16/01/2013 15:00",2013-01-16 15:00:00,"Winter",2.2,0,0
"9081","LGA",2013,1,16,16,35.96,33.08,89.16,270,4.60312,NA,0,1012.7,6,"16/01/2013 16:00",2013-01-16 16:00:00,"Winter",2.2,0.599999999999999,0
"9082","LGA",2013,1,16,17,37.4,33.8,93.08,280,8.05546,NA,0,NA,6,"16/01/2013 17:00",2013-01-16 17:00:00,"Winter",3,0.999999999999998,0
"9083","LGA",2013,1,16,18,37.94,33.8,86.69,220,8.05546,NA,0,NA,7,"16/01/2013 18:00",2013-01-16 18:00:00,"Winter",3.3,0.999999999999998,0
"9084","LGA",2013,1,16,19,37.94,33.08,82.46,240,9.20624,NA,0,1012.5,10,"16/01/2013 19:00",2013-01-16 19:00:00,"Winter",3.3,0.599999999999999,0
"9085","LGA",2013,1,16,20,37.94,33.08,82.46,250,10.35702,NA,0,1013.3,10,"16/01/2013 20:00",2013-01-16 20:00:00,"Winter",3.3,0.599999999999999,0
"9086","LGA",2013,1,16,21,37.94,33.08,82.46,220,4.60312,NA,0,1012.9,10,"16/01/2013 21:00",2013-01-16 21:00:00,"Winter",3.3,0.599999999999999,0
"9087","LGA",2013,1,16,22,37.94,33.08,82.46,230,8.05546,NA,0,1012.9,10,"16/01/2013 22:00",2013-01-16 22:00:00,"Winter",3.3,0.599999999999999,0
"9088","LGA",2013,1,16,23,39.02,32,75.69,250,8.05546,NA,0,1012.9,10,"16/01/2013 23:00",2013-01-16 23:00:00,"Winter",3.9,0,0
"9089","LGA",2013,1,17,0,39.02,32,75.69,250,6.90468,NA,0,1013.4,10,"17/01/2013 00:00",2013-01-17 00:00:00,"Winter",3.9,0,0
"9090","LGA",2013,1,17,1,39.92,30.92,69.96,250,3.45234,NA,0,1013.2,10,"17/01/2013 01:00",2013-01-17 01:00:00,"Winter",4.4,-0.599999999999999,0
"9091","LGA",2013,1,17,2,39.92,28.94,64.54,250,8.05546,NA,0,1013.8,10,"17/01/2013 02:00",2013-01-17 02:00:00,"Winter",4.4,-1.7,0
"9092","LGA",2013,1,17,3,41,28.04,59.65,250,11.5078,NA,0,1013.2,10,"17/01/2013 03:00",2013-01-17 03:00:00,"Winter",5,-2.2,0
"9093","LGA",2013,1,17,4,39.92,28.04,62.21,280,10.35702,18.41248,0,1013.1,10,"17/01/2013 04:00",2013-01-17 04:00:00,"Winter",4.4,-2.2,0
"9094","LGA",2013,1,17,5,39.92,26.96,59.5,290,11.5078,NA,0,1014.3,10,"17/01/2013 05:00",2013-01-17 05:00:00,"Winter",4.4,-2.8,0
"9095","LGA",2013,1,17,6,39.92,26.06,57.33,300,12.65858,NA,0,1015.2,10,"17/01/2013 06:00",2013-01-17 06:00:00,"Winter",4.4,-3.3,0
"9096","LGA",2013,1,17,7,39.92,26.06,57.33,310,14.96014,NA,0,1016.3,10,"17/01/2013 07:00",2013-01-17 07:00:00,"Winter",4.4,-3.3,0
"9097","LGA",2013,1,17,8,39.92,26.06,57.33,310,11.5078,NA,0,1017.6,10,"17/01/2013 08:00",2013-01-17 08:00:00,"Winter",4.4,-3.3,0
"9098","LGA",2013,1,17,9,41,26.06,54.97,310,13.80936,NA,0,1017.9,10,"17/01/2013 09:00",2013-01-17 09:00:00,"Winter",5,-3.3,0
"9099","LGA",2013,1,17,10,41,26.06,54.97,310,13.80936,21.86482,0,1018,10,"17/01/2013 10:00",2013-01-17 10:00:00,"Winter",5,-3.3,0
"9100","LGA",2013,1,17,11,42.08,26.06,52.73,300,17.2617,NA,0,1017.4,10,"17/01/2013 11:00",2013-01-17 11:00:00,"Winter",5.6,-3.3,0
"9101","LGA",2013,1,17,12,42.98,26.96,52.87,310,12.65858,NA,0,1017.2,10,"17/01/2013 12:00",2013-01-17 12:00:00,"Winter",6.1,-2.8,0
"9102","LGA",2013,1,17,13,42.98,26.06,50.94,320,11.5078,NA,0,1017.3,10,"17/01/2013 13:00",2013-01-17 13:00:00,"Winter",6.1,-3.3,0
"9103","LGA",2013,1,17,14,42.98,24.98,48.7,320,13.80936,NA,0,1017.2,10,"17/01/2013 14:00",2013-01-17 14:00:00,"Winter",6.1,-3.9,0
"9104","LGA",2013,1,17,15,42.08,24.98,50.42,350,8.05546,NA,0,1017.6,10,"17/01/2013 15:00",2013-01-17 15:00:00,"Winter",5.6,-3.9,0
"9105","LGA",2013,1,17,16,42.08,26.06,52.73,330,8.05546,NA,0,1018.1,10,"17/01/2013 16:00",2013-01-17 16:00:00,"Winter",5.6,-3.3,0
"9106","LGA",2013,1,17,17,41,24.98,52.56,320,8.05546,NA,0,1017.9,10,"17/01/2013 17:00",2013-01-17 17:00:00,"Winter",5,-3.9,0
"9107","LGA",2013,1,17,18,41,24.08,50.63,310,8.05546,NA,0,1018.7,10,"17/01/2013 18:00",2013-01-17 18:00:00,"Winter",5,-4.4,0
"9108","LGA",2013,1,17,19,41,24.08,50.63,330,8.05546,NA,0,1018.6,10,"17/01/2013 19:00",2013-01-17 19:00:00,"Winter",5,-4.4,0
"9109","LGA",2013,1,17,20,39.92,24.08,52.79,360,11.5078,NA,0,1017.6,10,"17/01/2013 20:00",2013-01-17 20:00:00,"Winter",4.4,-4.4,0
"9110","LGA",2013,1,17,21,37.94,24.98,59.22,10,10.35702,NA,0,1017.9,10,"17/01/2013 21:00",2013-01-17 21:00:00,"Winter",3.3,-3.9,0
"9111","LGA",2013,1,17,22,37.04,23,56.48,10,11.5078,NA,0,1016.5,10,"17/01/2013 22:00",2013-01-17 22:00:00,"Winter",2.8,-5,0
"9112","LGA",2013,1,17,23,35.96,23,58.94,50,8.05546,NA,0,1017.1,10,"17/01/2013 23:00",2013-01-17 23:00:00,"Winter",2.2,-5,0
"9113","LGA",2013,1,18,0,35.06,21.92,58.37,40,11.5078,NA,0,1016.6,10,"18/01/2013 00:00",2013-01-18 00:00:00,"Winter",1.7,-5.6,0
"9114","LGA",2013,1,18,1,33.08,19.04,55.89,10,10.35702,NA,0,1018.5,10,"18/01/2013 01:00",2013-01-18 01:00:00,"Winter",0.599999999999999,-7.2,0
"9115","LGA",2013,1,18,2,32,15.98,51.15,20,9.20624,NA,0,1019.2,10,"18/01/2013 02:00",2013-01-18 02:00:00,"Winter",0,-8.9,0
"9116","LGA",2013,1,18,3,30.02,15.98,55.42,340,6.90468,NA,0,1019.1,9,"18/01/2013 03:00",2013-01-18 03:00:00,"Winter",-1.1,-8.9,0
"9117","LGA",2013,1,18,4,30.02,15.08,53.29,360,8.05546,18.41248,0,1020.4,10,"18/01/2013 04:00",2013-01-18 04:00:00,"Winter",-1.1,-9.4,0
"9118","LGA",2013,1,18,5,28.94,14,53.13,360,13.80936,NA,0,1022.3,10,"18/01/2013 05:00",2013-01-18 05:00:00,"Winter",-1.7,-10,0
"9119","LGA",2013,1,18,6,28.04,12.92,52.57,360,13.80936,NA,0,1024.3,10,"18/01/2013 06:00",2013-01-18 06:00:00,"Winter",-2.2,-10.6,0
"9120","LGA",2013,1,18,7,26.06,12.92,57.04,10,12.65858,NA,0,1026.4,10,"18/01/2013 07:00",2013-01-18 07:00:00,"Winter",-3.3,-10.6,0
"9121","LGA",2013,1,18,8,26.06,10.94,52.25,360,10.35702,NA,0,1027.8,10,"18/01/2013 08:00",2013-01-18 08:00:00,"Winter",-3.3,-11.7,0
"9122","LGA",2013,1,18,9,26.06,10.94,52.25,350,13.80936,19.56326,0,1030,10,"18/01/2013 09:00",2013-01-18 09:00:00,"Winter",-3.3,-11.7,0
"9123","LGA",2013,1,18,10,26.96,8.96,46.08,330,16.11092,25.31716,0,1030.3,10,"18/01/2013 10:00",2013-01-18 10:00:00,"Winter",-2.8,-12.8,0
"9124","LGA",2013,1,18,11,28.04,5,36.83,340,13.80936,18.41248,0,1030.1,10,"18/01/2013 11:00",2013-01-18 11:00:00,"Winter",-2.2,-15,0
"9125","LGA",2013,1,18,12,28.94,6.8,39.39,320,14.96014,21.86482,0,NA,10,"18/01/2013 12:00",2013-01-18 12:00:00,"Winter",-1.7,-14,0
"9126","LGA",2013,1,18,13,30.02,6.98,37.17,320,16.11092,24.16638,0,1030.3,10,"18/01/2013 13:00",2013-01-18 13:00:00,"Winter",-1.1,-13.9,0
"9127","LGA",2013,1,18,14,30.02,3.92,32.32,310,12.65858,NA,0,1030.3,10,"18/01/2013 14:00",2013-01-18 14:00:00,"Winter",-1.1,-15.6,0
"9128","LGA",2013,1,18,15,30.02,1.94,29.5,310,13.80936,19.56326,0,1030.7,10,"18/01/2013 15:00",2013-01-18 15:00:00,"Winter",-1.1,-16.7,0
"9129","LGA",2013,1,18,16,28.94,3.02,32.41,340,8.05546,NA,0,1031,10,"18/01/2013 16:00",2013-01-18 16:00:00,"Winter",-1.7,-16.1,0
"9130","LGA",2013,1,18,17,30.02,1.04,28.29,260,10.35702,17.2617,0,1032.2,10,"18/01/2013 17:00",2013-01-18 17:00:00,"Winter",-1.1,-17.2,0
"9131","LGA",2013,1,18,18,30.02,1.94,29.5,210,12.65858,16.11092,0,1032.2,10,"18/01/2013 18:00",2013-01-18 18:00:00,"Winter",-1.1,-16.7,0
"9132","LGA",2013,1,18,19,30.02,3.02,31.01,210,10.35702,NA,0,1031.9,10,"18/01/2013 19:00",2013-01-18 19:00:00,"Winter",-1.1,-16.1,0
"9133","LGA",2013,1,18,20,30.02,3.92,32.32,210,8.05546,17.2617,0,1031.5,10,"18/01/2013 20:00",2013-01-18 20:00:00,"Winter",-1.1,-15.6,0
"9134","LGA",2013,1,18,21,30.02,6.98,37.17,210,9.20624,NA,0,1031.6,10,"18/01/2013 21:00",2013-01-18 21:00:00,"Winter",-1.1,-13.9,0
"9135","LGA",2013,1,18,22,30.02,8.96,40.65,220,10.35702,NA,0,1030.6,10,"18/01/2013 22:00",2013-01-18 22:00:00,"Winter",-1.1,-12.8,0
"9136","LGA",2013,1,18,23,30.92,8.96,39.19,210,9.20624,NA,0,1029.8,10,"18/01/2013 23:00",2013-01-18 23:00:00,"Winter",-0.599999999999999,-12.8,0
"9137","LGA",2013,1,19,0,30.92,8.96,39.19,220,12.65858,NA,0,1029.2,10,"19/01/2013 00:00",2013-01-19 00:00:00,"Winter",-0.599999999999999,-12.8,0
"9138","LGA",2013,1,19,1,30.92,10.94,42.82,210,13.80936,18.41248,0,1029.3,10,"19/01/2013 01:00",2013-01-19 01:00:00,"Winter",-0.599999999999999,-11.7,0
"9139","LGA",2013,1,19,2,30.92,12.02,44.92,200,9.20624,NA,0,1028.4,10,"19/01/2013 02:00",2013-01-19 02:00:00,"Winter",-0.599999999999999,-11.1,0
"9140","LGA",2013,1,19,3,32,14,46.92,210,11.5078,NA,0,1027.3,10,"19/01/2013 03:00",2013-01-19 03:00:00,"Winter",0,-10,0
"9141","LGA",2013,1,19,4,33.08,15.98,48.98,210,12.65858,21.86482,0,1026.8,10,"19/01/2013 04:00",2013-01-19 04:00:00,"Winter",0.599999999999999,-8.9,0
"9142","LGA",2013,1,19,5,33.08,17.96,53.36,210,13.80936,20.71404,0,1026.5,10,"19/01/2013 05:00",2013-01-19 05:00:00,"Winter",0.599999999999999,-7.8,0
"9143","LGA",2013,1,19,6,33.08,19.94,58.08,220,18.41248,24.16638,0,1026,10,"19/01/2013 06:00",2013-01-19 06:00:00,"Winter",0.599999999999999,-6.7,0
"9144","LGA",2013,1,19,7,33.98,21.92,60.93,220,12.65858,19.56326,0,1025.8,10,"19/01/2013 07:00",2013-01-19 07:00:00,"Winter",1.1,-5.6,0
"9145","LGA",2013,1,19,8,35.96,23,58.94,220,17.2617,25.31716,0,1025.6,10,"19/01/2013 08:00",2013-01-19 08:00:00,"Winter",2.2,-5,0
"9146","LGA",2013,1,19,9,39.02,24.08,54.68,230,10.35702,24.16638,0,1025,10,"19/01/2013 09:00",2013-01-19 09:00:00,"Winter",3.9,-4.4,0
"9147","LGA",2013,1,19,10,41,23,48.39,210,19.56326,26.46794,0,1023.7,10,"19/01/2013 10:00",2013-01-19 10:00:00,"Winter",5,-5,0
"9148","LGA",2013,1,19,11,44.06,24.08,45.01,220,14.96014,23.0156,0,1021.8,10,"19/01/2013 11:00",2013-01-19 11:00:00,"Winter",6.7,-4.4,0
"9149","LGA",2013,1,19,12,46.94,24.08,40.35,230,17.2617,23.0156,0,1020.4,10,"19/01/2013 12:00",2013-01-19 12:00:00,"Winter",8.3,-4.4,0
"9150","LGA",2013,1,19,13,48.92,24.08,37.46,240,13.80936,NA,0,1019.4,10,"19/01/2013 13:00",2013-01-19 13:00:00,"Winter",9.4,-4.4,0
"9151","LGA",2013,1,19,14,51.08,23,33.04,220,10.35702,24.16638,0,1018.7,10,"19/01/2013 14:00",2013-01-19 14:00:00,"Winter",10.6,-5,0
"9152","LGA",2013,1,19,15,51.98,21.92,30.53,230,14.96014,24.16638,0,1017.8,10,"19/01/2013 15:00",2013-01-19 15:00:00,"Winter",11.1,-5.6,0
"9153","LGA",2013,1,19,16,51.08,23,33.04,210,11.5078,NA,0,1017.5,10,"19/01/2013 16:00",2013-01-19 16:00:00,"Winter",10.6,-5,0
"9154","LGA",2013,1,19,17,50,24.08,35.98,210,14.96014,20.71404,0,1017.2,10,"19/01/2013 17:00",2013-01-19 17:00:00,"Winter",10,-4.4,0
"9155","LGA",2013,1,19,18,50,24.08,35.98,210,13.80936,20.71404,0,1017,10,"19/01/2013 18:00",2013-01-19 18:00:00,"Winter",10,-4.4,0
"9156","LGA",2013,1,19,19,48.02,24.98,40.22,200,16.11092,26.46794,0,1016.7,10,"19/01/2013 19:00",2013-01-19 19:00:00,"Winter",8.9,-3.9,0
"9157","LGA",2013,1,19,20,46.94,24.98,41.89,210,16.11092,NA,0,1016,10,"19/01/2013 20:00",2013-01-19 20:00:00,"Winter",8.3,-3.9,0
"9158","LGA",2013,1,19,21,46.04,24.98,43.34,210,14.96014,NA,0,1015.3,10,"19/01/2013 21:00",2013-01-19 21:00:00,"Winter",7.8,-3.9,0
"9159","LGA",2013,1,19,22,46.04,24.98,43.34,210,13.80936,23.0156,0,1014.4,10,"19/01/2013 22:00",2013-01-19 22:00:00,"Winter",7.8,-3.9,0
"9160","LGA",2013,1,19,23,44.96,26.06,47.23,210,11.5078,NA,0,1013.4,10,"19/01/2013 23:00",2013-01-19 23:00:00,"Winter",7.2,-3.3,0
"9161","LGA",2013,1,20,0,44.06,26.06,48.87,210,13.80936,20.71404,0,1012.1,10,"20/01/2013 00:00",2013-01-20 00:00:00,"Winter",6.7,-3.3,0
"9162","LGA",2013,1,20,1,42.08,26.96,54.73,210,11.5078,NA,0,1011.3,10,"20/01/2013 01:00",2013-01-20 01:00:00,"Winter",5.6,-2.8,0
"9163","LGA",2013,1,20,2,42.08,26.96,54.73,220,8.05546,NA,0,1010.9,10,"20/01/2013 02:00",2013-01-20 02:00:00,"Winter",5.6,-2.8,0
"9164","LGA",2013,1,20,3,42.08,26.96,54.73,220,9.20624,NA,0,1010.1,10,"20/01/2013 03:00",2013-01-20 03:00:00,"Winter",5.6,-2.8,0
"9165","LGA",2013,1,20,4,42.08,26.96,54.73,210,11.5078,NA,0,1008.8,10,"20/01/2013 04:00",2013-01-20 04:00:00,"Winter",5.6,-2.8,0
"9166","LGA",2013,1,20,5,42.08,26.96,54.73,210,12.65858,18.41248,0,1008.1,10,"20/01/2013 05:00",2013-01-20 05:00:00,"Winter",5.6,-2.8,0
